algorithm,input_file,output_file,running_time_s,max_cpu_mb,max_gpu_mb,optimal_triplet_score,normalized_triplet_score,exit_code
stelar-x,all_gt_bs_rooted_48.tre,out-48-st-q.tre,2.216,304.582,15.360,NA,NA,0
